Word	Annotation	Sense	Part of Speech	Level	English	Russian
mithilfe	mithilfe		prep	B2+	with the aid of	с помощью
umwandeln, wandelt um, wandelte um, hat umgewandelt	umwandeln, wandelt um, wandelte um, hat umgewandelt		verb	B2+	to convert, change	преобразовывать
Baden-Württemberg	Baden-Württemberg		das	B2+	Baden-Württemberg	Баден-Вюртемберг
Mittelalter	das Mittelalter		das	B2+	Middle Ages	средневековье
Sehnsucht	die Sehnsucht, -̈e		die	B2+	longing	тоска
ablegen, legt ab, legte ab, hat abgelegt	ablegen, legt ab, legte ab, hat abgelegt		verb	B2+	to take off, put, file	откладывать
furchtbar	furchtbar		adj	A2	terrible	ужасный
Gründung	die Gründung, -en		die	B2+	foundation, formation, establishment	основание
Architekt	der Architekt, -en		der	B2+	architect	архитектор
differenzieren, differenziert, differenzierte, hat differenziert	differenzieren, differenziert, differenzierte, hat differenziert		verb	B2+	to differentiate	различать
gewährleisten, gewährleistet, gewährleistete, hat gewährleistet	gewährleisten, gewährleistet, gewährleistete, hat gewährleistet		verb	B2+	to guarantee	гарантировать
Regal	das Regal, -e		das	B1	shelf	полка
Rucksack	der Rucksack, -̈e		der	A2	rucksack, backpack	рюкзак
sensibel	sensibel		adj	B2+	sensitive	чувствительный
Vision	die Vision, -en		die	B2+	vision	видение
vordere	vordere		adj	B2+	front	передний
Börse	die Börse, -n		die	B2+	stock market	биржа
Orientierung	die Orientierung, -en		die	B2+	orientation	ориентация
schweben, schwebt, schwebte, ist geschwebt	schweben, schwebt, schwebte, ist geschwebt		verb	B2+	to float, hover, be in the balance	парить
Teller	der Teller, -		der	A2	plate	тарелка
unterrichten, unterrichtet, unterrichtete, hat unterrichtet	unterrichten, unterrichtet, unterrichtete, hat unterrichtet		verb	B1	to teach	преподавать
absolvieren, absolviert, absolvierte, hat absolviert	absolvieren, absolviert, absolvierte, hat absolviert		verb	B2+	to complete, graduate	заканчивать
einbeziehen, bezieht ein, bezog ein, hat einbezogen	einbeziehen, bezieht ein, bezog ein, hat einbezogen		verb	B2+	to include	включать
Fettsäure	die Fettsäure, -n		die	B2+	fatty acid	жирная кислота
herrlich	herrlich		adj	B2+	marvelous	восхитительный
untergehen, geht unter, ging unter, ist untergegangen	untergehen, geht unter, ging unter, ist untergegangen		verb	B2+	to go down	тонуть
Einschränkung	die Einschränkung, -en		die	B2+	restriction	ограничение
erteilen, erteilt, erteilte, hat erteilt	erteilen, erteilt, erteilte, hat erteilt		verb	B2+	to give	давать
hervorgehen, geht hervor, ging hervor, ist hervorgegangen	hervorgehen, geht hervor, ging hervor, ist hervorgegangen		verb	B2+	to come from, follow	следовать
ignorieren, ignoriert, ignorierte, hat ignoriert	ignorieren, ignoriert, ignorierte, hat ignoriert		verb	B2+	to ignore	игнорировать
Stamm	der Stamm, -̈e		der	B2+	trunk, stem, tribe	ствол; племя; основа
pressen, presst, presste, hat gepresst	pressen, presst, presste, hat gepresst		verb	B2+	to press	прессовать
radioaktiv	radioaktiv		adj	B2+	radioactive	радиоактивный
unsicher	unsicher		adj	B2+	uncertain	неуверенный
wiedersehen, sieht wieder, sah wieder, hat wiedergesehen	wiedersehen, sieht wieder, sah wieder, hat wiedergesehen		verb, das	A1	to see again; reunion	видеться; встреча
Datum	das Datum, -en		das	A1	date	дата
Kellner	der Kellner, -		der	B1	waiter, waitress	официант
Kiste	die Kiste, -n		die	B1	box, crate	ящик
unterbringen, bringt unter, brachte unter, hat untergebracht	unterbringen, bringt unter, brachte unter, hat untergebracht		verb	B2+	to put (up), accommodate	размещать
vermögen, vermag, vermochte, hat vermocht	vermögen, vermag, vermochte, hat vermocht		verb	B2+	to be capable	мочь
fröhlich	fröhlich		adj	B1	cheerful	веселый
Grab	das Grab, -̈er		das	B2+	grave	могила
motivieren, motiviert, motivierte, hat motiviert	motivieren, motiviert, motivierte, hat motiviert		verb	B2+	to motivate	мотивировать
quantitativ	quantitativ		adj	B2+	quantitative	количественный
spalten, spaltet, spaltete, hat gespalten	spalten, spaltet, spaltete, hat gespalten		verb	B2+	to split	раскалываться
Vorhaben	das Vorhaben, -		das	B1	plan, project	замысел
Einigung	die Einigung, -en		die	B2+	agreement	соглашение
heimlich	heimlich		adj	B1	secret	тайный
Pilz	der Pilz, -e		der	B1	mushroom, fungus	гриб
Route	die Route, -n		die	B2+	route	маршрут
Supermarkt	der Supermarkt, -̈e		der	A2	supermarket	супермаркет
Ausgang	der Ausgang, -̈e		der	A1	exit, outcome, starting point	выход
Beschluss	der Beschluss, -̈e		der	B2+	decision, resolution	решение
Bundeswehr	die Bundeswehr		die	B2+	Armed Forces	бундесвер
Kerl	der Kerl, -e		der	B2+	fellow, bloke	парень
mechanisch	mechanisch		adj	B2+	mechanical	механический
verdoppeln, verdoppelt, verdoppelte, hat verdoppelt	verdoppeln, verdoppelt, verdoppelte, hat verdoppelt		verb	B2+	to double	удваивать
Ausgleich	der Ausgleich, -e		der	B2+	balancing, compensation, change	компенсация
symmetrisch	symmetrisch		adj	B2+	symmetrical	симметричный
anklagen, klagt an, klagte an, hat angeklagt	anklagen, klagt an, klagte an, hat angeklagt		verb	B2+	to accuse	обвинять
Behinderung	die Behinderung, -en		die	B2+	obstruction, handicap	препятствие
Dokument	das Dokument, -e		das	B1	document	документ
staunen, staunt, staunte, hat gestaunt	staunen, staunt, staunte, hat gestaunt		verb	B2+	to be astonished	удивляться
Varianz	die Varianz, -en		die	B2+	variance	дисперсия
zuwenden, wendet zu, wendete zu, hat zugewendet	zuwenden, wendet zu, wendete zu, hat zugewendet		verb	B2+	to turn toward, devote oneself to	обращаться
abschneiden, schneidet ab, schnitt ab, hat abgeschnitten	abschneiden, schneidet ab, schnitt ab, hat abgeschnitten		verb	B2+	to cut off	отрезать
anscheinend	anscheinend		adj	B2+	apparent	по-видимому
Demonstration	die Demonstration, -en		die	B2+	demonstration	демонстрация
Linse	die Linse, -n		die	B2+	lens, lentil	линза
polnisch	polnisch		adj, das	B2+	Polish; Polish	польский
Posten	der Posten, -		der	B2+	post, position	должность
zuschauen, schaut zu, schaute zu, hat zugeschaut	zuschauen, schaut zu, schaute zu, hat zugeschaut		verb	B1	to watch	наблюдать
abhalten, hält ab, hielt ab, hat abgehalten	abhalten, hält ab, hielt ab, hat abgehalten		verb	B2+	to keep from	удерживать
Arterie	die Arterie, -n		die	B2+	artery	артерия
Öffnung	die Öffnung, -en		die	B2+	opening, hole	отверстие
senden, sendet, sendete, hat gesendet	senden, sendet, sendete, hat gesendet		verb	B1	to send, broadcast	транслировать
gleiten, gleitet, glitt, ist geglitten	gleiten, gleitet, glitt, ist geglitten		verb	B2+	to glide	скользить
Norwegen	Norwegen		das	B2+	Norway	Норвегия
schildern, schildert, schilderte, hat geschildert	schildern, schildert, schilderte, hat geschildert		verb	B2+	to describe	описывать
Schrank	der Schrank, -̈e		der	A1	cabinet, wardrobe	шкаф
Terrorismus	der Terrorismus		der	B2+	terrorism	терроризм
Wechselkurs	der Wechselkurs, -e		der	B2+	exchange rate	валютный курс
Faust	die Faust, -̈e		die	B2+	fist	кулак
flüchten, flüchtet, flüchtete, ist geflüchtet	flüchten, flüchtet, flüchtete, ist geflüchtet		verb	B2+	to flee	бежать
lagern, lagert, lagerte, hat gelagert	lagern, lagert, lagerte, hat gelagert		verb	B2+	to store, camp	хранить
übertreiben, übertreibt, übertrieb, hat übertrieben	übertreiben, übertreibt, übertrieb, hat übertrieben		verb	B1	to exaggerate	преувеличивать
Veröffentlichung	die Veröffentlichung, -en		die	B2+	publication	публикация; пусто
Bescheid	der Bescheid, -e		der	A2	information, reply	ответ
versagen, versagt, versagte, hat versagt	versagen, versagt, versagte, hat versagt		verb	B2+	to fail	провалиться
Innenminister	der Innenminister, -		der	B2+	Minister of the Interior	министр внутренних дел
klinisch	klinisch		adj	B2+	clinical	клинический
wiegen, wiegt, wog, hat gewogen	wiegen, wiegt, wog, hat gewogen		verb	B1	to weigh	весить
Eingriff	der Eingriff, -e		der	B2+	intervention, interference	вмешательство
indisch	indisch		adj, das	B2+	Indian; Indian	индийский; хинди
Psychologie	die Psychologie, -n		die	B2+	psychology	психология
Digitalisierung	die Digitalisierung, -en		die	B2+	digitalization	цифровизация
Einsicht	die Einsicht, -en		die	B2+	view, insight	ознакомление
Fräulein	das Fräulein, -		das	B2+	young lady, miss	барышня
Rose	die Rose, -n		die	A2	rose	роза
Rückgang	der Rückgang, -̈e		der	B2+	fall, decline	снижение
verwirren, verwirrt, verwirrte, hat verwirrt	verwirren, verwirrt, verwirrte, hat verwirrt		verb	B2+	to confuse	запутывать
aufeinander	aufeinander		adv	B2+	into/onto one another	друг на друга
demonstrieren, demonstriert, demonstrierte, hat demonstriert	demonstrieren, demonstriert, demonstrierte, hat demonstriert		verb	B2+	to demonstrate	демонстрировать
einleiten, leitet ein, leitete ein, hat eingeleitet	einleiten, leitet ein, leitete ein, hat eingeleitet		verb	B2+	to introduce	инициировать
entwerfen, entwirft, entwarf, hat entworfen	entwerfen, entwirft, entwarf, hat entworfen		verb	B2+	to design	проектировать
Hunderte	Hunderte		(pl)	B2+	hundreds	сотня
Leib	der Leib, -er		der	B2+	body	тело
objektiv	objektiv		adj	B2+	objective	объективный
schaden, schadet, schadete, hat geschadet	schaden, schadet, schadete, hat geschadet		verb	B1	to damage, harm	вредить
stumm	stumm		adj	B1	dumb, silent, mute	немой
tja	tja		interj	B2+	well	ну
Zaun	der Zaun, -̈e		der	B2+	fence	забор
Empfänger	der Empfänger, -		der	A1	recipient	получатель
Hochzeit	die Hochzeit, -en		die	A1	wedding	свадьба
maßgeblich	maßgeblich		adj	B2+	significant, decisive	решающий
Quartal	das Quartal, -e		das	B2+	quarter	квартал
Spalte	die Spalte, -n		die	B2+	fissure, cleft, column	столбец
Zettel	der Zettel, -		der	A2	piece of paper, note	листок
Abgrenzung	die Abgrenzung, -en		die	B2+	boundary, disassociation	разграничение
Jacke	die Jacke, -n		die	A1	jacket	куртка
Präferenz	die Präferenz, -en		die	B2+	preference	предпочтение
übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt	übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt		verb	B2+	to accord, correspond, agree	соответствовать
Unterscheidung	die Unterscheidung, -en		die	B2+	differentiation, distinction	различие
Dichtung	die Dichtung, -en		die	B2+	seal, literature, poetry	уплотнение; литература; поэзия
einhalten, hält ein, hielt ein, hat eingehalten	einhalten, hält ein, hielt ein, hat eingehalten		verb	B2+	to observe	соблюдать
Sachverhalt	der Sachverhalt, -e		der	B2+	facts	обстоятельство
sorgfältig	sorgfältig		adj	B2+	careful	тщательный
untereinander	untereinander		adv	B2+	among (our)selves, with each other	между
unterhalb	unterhalb		prep	B2+	below, underneath	ниже
verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht	verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht		verb	B2+	to clarify, explain	разъяснять
Ertrag	der Ertrag, -̈e		der	B2+	yield	урожай
Finanzminister	der Finanzminister, -		der	B2+	finance minister	министр финансов
Vormittag	der Vormittag, -e		der	B2+	morning	утро
achtzig	achtzig		num	B2+	eighty	восемьдесят
dynamisch	dynamisch		adj	B2+	dynamic	динамичный
Gerechtigkeit	die Gerechtigkeit, -en		die	B2+	justice	справедливость
abstellen, stellt ab, stellte ab, hat abgestellt	abstellen, stellt ab, stellte ab, hat abgestellt		verb	B2+	to turn off, shut down, park, put	ставить
Droge	die Droge, -n		die	B1	drug	наркотик
fett	fett		adj	A2	fat, greasy, rich	толстый
verbrauchen, verbraucht, verbrauchte, hat verbraucht	verbrauchen, verbraucht, verbrauchte, hat verbraucht		verb	B1	to use, consume	потреблять
ausweisen, weist aus, wies aus, hat ausgewiesen	ausweisen, weist aus, wies aus, hat ausgewiesen		verb	B2+	to identify, expel	выдворять
biegen, biegt, bog, hat gebogen	biegen, biegt, bog, hat gebogen		verb	B2+	to bend, turn	поворачивать
Notwendigkeit	die Notwendigkeit, -en		die	B2+	necessity	необходимость
Reihenfolge	die Reihenfolge, -n		die	B1	order	последовательность
spazieren, spaziert, spazierte, ist spaziert	spazieren, spaziert, spazierte, ist spaziert		verb	B2+	to (go for a) walk, stroll	гулять
verweigern, verweigert, verweigerte, hat verweigert	verweigern, verweigert, verweigerte, hat verweigert		verb	B2+	to refuse	отказывать
Zahlung	die Zahlung, -en		die	B1	payment	платеж
argumentieren, argumentiert, argumentierte, hat argumentiert	argumentieren, argumentiert, argumentierte, hat argumentiert		verb	B2+	to argue	аргументировать
Athlet	der Athlet, -en		der	B2+	athlete	атлет
beißen, beißt, biss, hat gebissen	beißen, beißt, biss, hat gebissen		verb	B1	to bite	кусать
harmonisch	harmonisch		adj	B2+	harmonious	гармоничный
Kneipe	die Kneipe, -n		die	B1	pub, bar	паб
absagen, sagt ab, sagte ab, hat abgesagt	absagen, sagt ab, sagte ab, hat abgesagt		verb	B1	to cancel	отменять
Begeisterung	die Begeisterung, -en		die	B2+	enthusiasm	энтузиазм
fix	fix		adj	B2+	quick, fixed	быстрый
Frucht	die Frucht, -̈e		die	B1	fruit	фрукт
Kanada	Kanada		das	B2+	Canada	Канада
Philosoph	der Philosoph, -en		der	B2+	philosopher	философ
Übersicht	die Übersicht, -en		die	B2+	overview	обзор
weitergeben, gibt weiter, gab weiter, hat weitergegeben	weitergeben, gibt weiter, gab weiter, hat weitergegeben		verb	B2+	to pass on	передавать
Zinssatz	der Zinssatz, -̈e		der	B2+	interest rate	процентная ставка
Abitur	das Abitur, -e		das	B1	school leaving exam, A levels	экзамен
Asien	Asien		das	B2+	Asia	Азия
einlassen, lässt ein, ließ ein, hat eingelassen	einlassen, lässt ein, ließ ein, hat eingelassen		verb	B2+	to let in, get involved	впускать
