note_id;last modification time;tags;Rank;Word;IPA;Part-of-Speech 1;Definition 1;Definition 1 Russian;German 1;English 1;Russian 1;Part-of-Speech 2;Definition 2;Definition 2 Russian;German 2;English 2;Russian 2;Part-of-Speech 3;Definition 3;Definition 3 Russian;German 3;English 3;Russian 3;Frequency;WordAudio;Level;WordFamily;Conjugation;SentenceAudio1;SentenceAudio2;SentenceAudio3;Image;Morphology Russain
1679807418686;1784825289;A2 verb;1991;verschieben, verschiebt, verschob, hat verschoben;fɛɐ̯ˈʃiːbn̩;verb;to move, postpone;переносить;Elisabeth verschiebt den Termin von Mittwoch auf Freitag.;Elisabeth postpones the appointment from Wednesday to Friday.;Элизабет переносит встречу со среды на пятницу.;;;переносить;;;;;;переносить;;;;41.644608166621 | 0.874612782803669;;A2;;ichverschiebeduverschiebster/sie/esverschiebtwirverschiebenihrverschiebtsie/SieverschiebenPrät. ich verschob | Perf. ich habe verschoben;;;;;
1679807418687;1784825291;B1 verb;1992;bewirken, bewirkt, bewirkte, hat bewirkt;bəˈvɪʁkn̩;verb;to cause;вызывать;Der Kaffee bewirkt, dass Jana nicht schlafen kann.;The coffee causes Jana not to be able to sleep.;Кофе вызывает то, что Яна не может уснуть.;;;;;;;;;;;;;41.5460410467 | 0.860896446163361;;B1;;ichbewirkedubewirkster/sie/esbewirktwirbewirkenihrbewirktsie/SiebewirkenPrät. ich bewirkte | Perf. ich habe bewirkt;;;;;
1679807418688;1784825292;B1 das;1993;das Bundesland, -̈er;ˈbʊndəsˌlant;das;state, province;федеральная земля;Deutschland besteht aus 16 Bundesländern.;Germany consists of 16 federal states.;Германия состоит из 16 федеральных земель.;;;;;;;;;;;;;41.5460410467 | 0.858403422259135;;B1;;;;;;;
1679807418689;1784825294;B1 verb;1994;erleichtern, erleichtert, erleichterte, hat erleichtert;ɛɐ̯ˈlaɪ̯çtɐn;verb;to relieve, make easier;облегчать;Ich bin erleichtert, dass du wieder gesund bist.;I’m relieved that you’re well again.;Я испытываю облегчение от того, что ты снова здоров.;;;;;;;;;;;;;41.5460410467 | 0.936891480138161;;B1;;icherleichteduerleichterster/sie/eserleichtertwirerleichternihrerleichtertsie/SieerleichternPrät. ich erleichterte | Perf. ich habe erleichtert;;;;;
1679807418690;1784825295;B1 die;1995;die Institution, -en;ɪnstituˈt͡si̯oːn;die;institution;учреждение;Die Universität ist eine Institution für Bildung und Wissenschaft.;The university is an institution for education and science.;Университет — это учреждение для образования и науки.;;;;;;;;;;;;;41.5460410467 | 0.865881757991002;;B1;;;;;;;
1679807418691;1784825296;adj B1;1996;rechtlich;ˈʁɛçtlɪç;adj;legal;юридический;Dem Vater ist es rechtlich erlaubt, seine Kinder am Wochenende zu besuchen.;The father is legally allowed to visit his children on weekends.;Отцу юридически разрешено навещать своих детей по выходным.;;;;;;;;;;;;;41.5460410467 | 0.856357791250865;;B1;;;;;;;
1679807418692;1784825297;B1 das;1997;das Viertel, -;ˈfɪʁtl̩;das;quarter, district;район;Jonas wohnt in einem der teuersten Viertel der Stadt.;Jonas lives in one of the most expensive districts of the city.;Йонас живет в одном из самых дорогих районов города.;;;;;;;;;;;;;41.5460410467 | 0.905721255313472;;B1;;;;;;;
1679807418693;1784825298;B1 die;1998;die Dimension, -en;ˌdimɛnˈzi̯oːn;die;dimension;размер;Der Krieg nimmt eine Dimension an, die nicht zu erwarten war.;The war is taking on a dimension that was not to be expected.;Война принимает размеры, которые невозможно было ожидать.;;;;;;;;;;;;;41.447473926779 | 0.870858598194844;;B1;;;;;;;
1679807418694;1784825300;A1 das;1999;das Ei, -er;aɪ̯;das;egg;яйцо;Sonntags gibt es beim Frühstück immer ein Ei.;On Sundays there’s always an egg with breakfast.;По воскресеньям на завтрак всегда бывает яйцо.;;;;;;;;;;;;;41.447473926779 | 0.874503753376901;;A1;;;;;;;
1679807418695;1784825301;A1 adj;2000;müde;ˈmyːdə;adj;tired;усталый;Nach der Arbeit ist Annette zu müde für die Party.;After work Annette is too tired for the party.;После работы Аннет слишком устала для вечеринки.;;;;;;;;;;;;;41.447473926779 | 0.874709760562633;;A1;;;;;;;
1679807418696;1784825302;A2 verb;2001;sparen, spart, sparte, hat gespart;ˈʃpaːʁən;verb;to save;экономить;Helen spart ihr Geld für eine große Reise.;Helen’s saving her money for a big trip.;Хелен экономит свои деньги на большую поездку.;;;;;;;;;;;;;41.3981903668185 | 0.892449422540139;;A2;;ichsparedusparster/sie/esspartwirsparenihrspartsie/SiesparenPrät. ich sparte | Perf. ich habe gespart;;;;;
1679807418697;1784825303;adv B1;2002;quasi;ˈkvaːzi;adv;almost, virtually;почти;Der Bus hält quasi vor Adrians Haus, deswegen verpasst er ihn nie.;The bus stops virtually in front of Adrian’s house, so he never misses it.;Автобус останавливается почти у дома Адриана, поэтому он никогда на него не опаздывает.;;;;;;;;;;;;;41.348906806858 | 0.899937703341487;;B1;;;;;;;
1679807418698;1784825304;adj B1;2003;Wiener;ˈviːnɐ;adj;Viennese;венский;Es gibt 23 Wiener Bezirke, der erste Bezirk ist die Innenstadt von Wien.;There are 23 Viennese districts, the first district is the city center of Vienna.;В Вене 23 района, первый район — это центр Вены.;;;;;;;;;;;;;41.348906806858 | 0.770196073844438;;B1;;;;;;;
1679807418699;1784825306;A2 adj;2004;blöd;bløːt;adj;stupid, dumb;глупый;Es gibt keine blöden Fragen.;There are no stupid questions.;Глупых вопросов не бывает.;;;;;;;;;;;;;41.2996232468975 | 0.840659777102993;;A2;;;;;;;
1679807418700;1784825307;B1 die;2005;die Soziologie;zot͡si̯oloˈɡiː;die;sociology;социология;Die Soziologie befasst sich mit den Strukturen der Gesellschaft.;Sociology deals with the structures of society.;Социология занимается структурами общества.;;;;;;;;;;;;;41.2996232468975 | 0.16014798367765;;B1;;;;;;;
1679807418701;1784825308;adj B1;2006;tätig;ˈtɛːtɪç;adj;active;работающий;Nach seinem Studium ist Markus in einer wirtschaftlichen Branche tätig.;After his studies Markus is active in a business sector.;После окончания учебы Маркус работает в экономической сфере.;;;;;;;;;;;;;41.2996232468975 | 0.902523850538878;;B1;;;;;;;
1679807418702;1784825309;B1 das;2007;Afghanistan;afˈɡaːnɪstaːn;das;Afghanistan;Афганистан;Afghanistan ist ein Land im Süden von Asien.;Afghanistan is a country in the south of Asia.;Афганистан — это страна на юге Азии.;;;;;;;;;;;;;41.250339686937 | 0.713967491051984;;B1;;;;;;;
1679807418703;1784825310;B1 die;2008;die Flucht, -en;flʊxt;die;flight, escape;побег;Der Mann erzählt von seiner Flucht aus Syrien.;The man tells of his escape from Syria.;Мужчина рассказывает о своем побеге из Сирии.;;;;;;;;;;;;;41.2010561269765 | 0.894886164783805;;B1;;;;;;;
1679807418704;1784825312;B1 verb;2009;absehen, sieht ab, sah ab, hat abgesehen;ˈapˌz̥eːən;verb;to foresee, be in sight;предвидеть;Es ist abzusehen, dass Christian seine Prüfung nicht besteht.;It can be foreseen that Christian will not pass his exam.;Предвидится, что Кристиан не сдаст свой экзамен.;;;;;;;;;;;;;41.151772567016 | 0.938912902555085;;B1;;ichsehe abdusiehst aber/sie/essieht abwirsehen abihrsieht absie/Siesehen abPrät. ich sah ab | Perf. ich habe abgesehen;;;;;
1679807418705;1784825313;B1 das;2010;Afrika;ˈaːfʁika;das;Africa;Африка;Afrika ist einer der Kontinente der Erde.;Africa is one of the continents of the earth.;Африка — один из континентов Земли.;;;;;;;;;;;;;41.053205447095 | 0.859251079937347;;B1;;;;;;;
1679807418706;1784825314;adj B1;2011;regional;ʁeɡi̯oˈnaːl;adj;regional;региональный;Ich kaufe nur regionale Produkte, weil ich mein Bundesland unterstützen will.;I only buy regional products because I want to support my state.;Я покупаю только региональные продукты, потому что хочу поддержать свою федеральную землю.;;;;;;;;;;;;;41.053205447095 | 0.869790714849849;;B1;;;;;;;
1679807418707;1784825315;adj B1;2012;strategisch;ʃtʁaˈteːɡɪʃ;adj;strategic;стратегический;Dieses Spiel erfordert strategische Kompetenz.;This game requires strategic competence.;Эта игра требует стратегической компетенции.;;;;;;;;;;;;;41.053205447095 | 0.74772459809615;;B1;;;;;;;
1679807418708;1784825316;adj B1;2013;exakt;ɛˈksakt;adj;exact;точный;Ich möchte kochen und brauche exakt 750 Milliliter Wasser dafür.;I want to cook and I need exactly 750 milliliters of water for it.;Я хочу готовить и мне нужно для этого ровно 750 миллилитров воды.;;;;;;;;;;;;;40.954638327174 | 0.893052280404492;;B1;;;;;;;
1679807418709;1784825317;B1 verb;2014;fortsetzen, setzt fort, setzte fort, hat fortgesetzt;ˈfɔʁtˌzɛt͡sn̩;verb;to continue;продолжать;Wir werden das Thema morgen fortsetzen.;We will continue this topic tomorrow.;Мы продолжим эту тему завтра.;;;;;;;;;;;;;40.954638327174 | 0.916742483363213;;B1;;ichsetze fortdusetzt forter/sie/essetzt fortwirsetzen fortihrsetzt fortsie/Siesetzen fortPrät. ich setzte fort | Perf. ich habe fortgesetzt;;;;;
1679807418710;1784825325;B1 verb;2015;steigern, steigert, steigerte, hat gesteigert;ˈʃtaɪ̯ɡɐn;verb;to increase, raise;увеличивать;Die neuen Produkte im Laden steigern den Umsatz.;The new products in the shop increase sales.;Новые продукты в магазине увеличивают товарооборот.;;;;;;;;;;;;;40.954638327174 | 0.900450215490522;;B1;;ichsteigedusteigerster/sie/essteigertwirsteigernihrsteigertsie/SiesteigernPrät. ich steigerte | Perf. ich habe gesteigert;;;;;
1679807418711;1784825327;A2 die;2016;die Übersetzung, -en;ˌyːbɐˈzɛt͡sʊŋ;die;translation;перевод;Carlos ist für die Übersetzung vom Spanischen ins Deutsche verantwortlich.;Carlos is responsible for the translation from Spanish into German.;Карлос отвечает за перевод с испанского на немецкий.;;;;;;;;;;;;;40.954638327174 | 0.653012371270443;;A2;;;;;;;
1679807418712;1784825328;adv B1;2017;womöglich;voːˈmøːklɪç;adv;possibly;возможно;Womöglich fällt der Unterricht heute aus, weil die Lehrerin krank ist.;Possibly the lessons will be canceled today because the teacher is ill.;Возможно, занятия сегодня отменят, потому что учительница больна.;;;;;;;;;;;;;40.954638327174 | 0.880514874747634;;B1;;;;;;;
1679807418713;1784825329;B1 das;2018;das Argument, -e;aʁɡuˈmɛnt;das;argument;аргумент;Judith liefert viele Argumente, die für ihre Annahme sprechen.;Judith makes many arguments in favor of her acceptance.;Джудит приводит много аргументов, которые говорят в пользу её предположения.;;;;;;;;;;;;;40.9053547672135 | 0.915484492034323;;B1;;;;;;;
1679807418714;1784825330;B1 verb;2019;berühren, berührt, berührte, hat berührt;bəˈʁyːʁən;verb;to touch;касаться;Beim Küssen berühren sich die Lippen.;When kissing, the lips touch.;При поцелуе губы касаются друг друга.;;;;;;;;;;;;;40.9053547672135 | 0.91602122431118;;B1;;ichberühreduberührster/sie/esberührtwirberührenihrberührtsie/SieberührenPrät. ich berührte | Perf. ich habe berührt;;;;;
1679807418715;1784825332;A1 das;2020;das Kino, -s;ˈkiːno;das;cinema, movie theater;кинотеатр;Im Kino läuft seit Mittwoch ein Film über den Künstler Egon Schiele.;Since Wednesday a film about the artist Egon Schiele is showing in the cinema.;В кинотеатре со среды идёт фильм о художнике Эгоне Шиле.;;;;;;;;;;;;;40.9053547672135 | 0.884492045938825;;A1;;;;;;;
1679807418716;1784825333;B1 die;2021;die Dauer, -n;ˈdaʊ̯ɐ;die;duration, length;длительность;Die Dauer des Experiments beträgt nur 20 Minuten.;The duration of the experiment is only 20 minutes.;Длительность эксперимента составляет всего 20 минут.;;;;;;;;;;;;;40.856071207253 | 0.911411455591835;;B1;;;;;;;
1679807418717;1784825334;A2 verb;2022;klappen, klappt, klappte, hat geklappt;ˈklapn̩;verb;to fold, go smoothly, work (out);получаться;Ich habe es lange versucht, aber es klappt einfach nicht.;I’ve been trying for a long time, but it just won’t work.;Я долго пытался, но ничего просто не получается.;;;;;;;;;;;;;40.856071207253 | 0.902692130766429;;A2;;ichklappeduklappster/sie/esklapptwirklappenihrklapptsie/SieklappenPrät. ich klappte | Perf. ich habe geklappt;;;;;
1679807418718;1784825342;B1 das;2023;Polen;ˈpoːlən;das;Poland;Польша;Polen ist ein europäisches Land, das an der Ostsee liegt.;Poland is a European country located on the Baltic Sea.;Польша — это европейская страна, которая расположена на Балтийском море.;;;;;;;;;;;;;40.8067876472925 | 0.894027068116789;;B1;;;;;;;
1679807418719;1784825344;adj B1;2024;golden;ˈɡɔldən;adj;gold, golden;золотой;Sie tragen beide einen goldenen Ring als Zeichen ihrer Liebe.;They both wear a golden ring as a sign of their love.;Они оба носят золотое кольцо как знак своей любви.;;;;;;;;;;;;;40.757504087332 | 0.888088820425445;;B1;;;;;;;
1679807418720;1784825344;B1 verb;2025;klären, klärt, klärte, hat geklärt;ˈklɛːʁən;verb;to clear up, clarify, resolve;выяснять;Der Polizist versucht, den Streit zwischen den beiden wütenden Männern zu klären.;The police officer tries to resolve the dispute between the two angry men.;Полицейский пытается уладить спор между двумя разгневанными мужчинами.;;;;;;;;;;;;;40.757504087332 | 0.93194278158927;;B1;;ichkläreduklärster/sie/esklärtwirklärenihrklärtsie/SieklärenPrät. ich klärte | Perf. ich habe geklärt;;;;;
