Word	Annotation	Sense	Part of Speech	Level	Russian	English
Laden	der Laden, -̈		der	A1	загрузка	shop
laden, lädt, lud, hat geladen	laden, lädt, lud, hat geladen		verb	A1	грузить	to load
Ladung	die Ladung, -en		die	B1	зарядка	charge, load
Lage	die Lage, -n		die	B1	расположение	situation, location
Lager	das Lager, -		das	B1	склад	camp, storeroom
lagern, lagert, lagerte, hat gelagert	lagern, lagert, lagerte, hat gelagert		verb	B2+	хранить	to store, camp
Lampe	die Lampe, -n		die	A2	лампа	lamp
Land	das Land, -̈er		das	A1	страна	land, country, state
landen, landet, landete, ist gelandet	landen, landet, landete, ist gelandet		verb	B1	земля	to land
Landesregierung	die Landesregierung, -en		die	B2+	правительство штата	state government
Landkreis	der Landkreis, -e		der	B2+	район	district
ländlich	ländlich		adj	B2+	сельский	rural
Landschaft	die Landschaft, -en		die	A2	пейзаж	landscape, countryside
Landsmann	der Landsmann, -̈er		der	B2+	земляк	compatriot, fellow countryman
Landtag	der Landtag, -e		der	B1	государственный парламент	parliament
Landwirt	der Landwirt, -e		der	B2+	фермер	farmer
Landwirtschaft	die Landwirtschaft, -en		die	B1	сельское хозяйство	agriculture
lang	lang		adj, adv	A1	длинный	long; for a long time
Länge	die Länge, -n		die	B1	длина	length
langfristig	langfristig		adj	B1	долгосрочный	long-term
langjährig	langjährig		adj	B2+	долгосрочный	long-standing
langsam	langsam		adj	A1	медленно	slow
längst	längst		adv	B1	давно	long since, a long time ago
langweilen, langweilt, langweilte, hat gelangweilt	langweilen, langweilt, langweilte, hat gelangweilt		verb	B1	скучно	to bore
langweilig	langweilig		adj	A2	скучный	boring
Laptop	der Laptop, -s		der, das	A2	ноутбук	laptop
Lärm	der Lärm		der	B1	шум	noise
lassen, lässt, ließ, hat gelassen	lassen, lässt, ließ, hat gelassen		verb	A2	позволь	to let, allow, have done
Last	die Last, -en		die	B2+	нагрузка	load, burden
Lastwagen	der Lastwagen, -		der	B2+	грузовики	truck
lateinisch	lateinisch		adj	B2+	латынь	Latin
Lauf	der Lauf, -̈e		der	B1	Беги	course, run, race
laufen, läuft, lief, ist gelaufen	laufen, läuft, lief, ist gelaufen		verb	A1	бежать	to run
Laufzeit	die Laufzeit, -en		die	B2+	продолжительность	term
Laune	die Laune, -n		die	B1	настроение	mood
lauschen, lauscht, lauschte, hat gelauscht	lauschen, lauscht, lauschte, hat gelauscht		verb	B2+	слушай	to listen, eavesdrop
Laut	der Laut, -e		der	A1	громко	sound
laut	laut		prep	A1	громкий	loud
laut	laut		prep	A1	громкий	loud
laut	laut		adj	A1	громкий	loud
laut	laut		adj	A1	громкий	loud
lauten, lautet, lautete, hat gelautet	lauten, lautet, lautete, hat gelautet		verb	B1	читал	to be (answer)
läuten, läutet, läutete, hat geläutet	läuten, läutet, läutete, hat geläutet		verb	B2+	звенит	to ring, toll
lauter	lauter		adv	B2+	громче	nothing but, just, a lot of
leben, lebt, lebte, hat gelebt	leben, lebt, lebte, hat gelebt		verb	A1	жить	to live
lebendig	lebendig		adj	B1	жив	living, lively
Lebensjahr	das Lebensjahr, -e		das	B2+	год жизни	year (of one’s life)
Lebensmittel	das Lebensmittel, -		das	A1	еда	food
Leber	die Leber, -n		die	B1	печень	liver
Lebewesen	das Lebewesen, -		das	B2+	живые существа	living being
lediglich	lediglich		adv	B1	просто	merely
leer	leer		adj	A2	пустой	empty
Leere	die Leere		die	B2+	пустота	emptiness
legal	legal		adj	B2+	юридический	legal
legen, legt, legte, hat gelegt	legen, legt, legte, hat gelegt		verb	A1	лежал	to lay, put
legendär	legendär		adj	B2+	легендарный	legendary
Legende	die Legende, -n		die	B2+	легенда	legend
lehnen, lehnt, lehnte, hat gelehnt	lehnen, lehnt, lehnte, hat gelehnt		verb	B2+	наклонился	to lean
Lehrbuch	das Lehrbuch, -̈er		das	B2+	учебник	textbook
Lehre	die Lehre, -n		die	B1	преподавание	apprenticeship, lesson, doctrine
lehren, lehrt, lehrte, hat gelehrt	lehren, lehrt, lehrte, hat gelehrt		verb	B2+	учить	to teach
Lehrer	der Lehrer, -		der	A1	учитель	teacher
Lehrstuhl	der Lehrstuhl, -̈e		der	B1	стул	professorship, chair
Leib	der Leib, -er		der	B2+	тело	body
Leiche	die Leiche, -n		die	B2+	труп	corpse
leicht	leicht		adj	A1	легко	light, easy
Leid	das Leid		das, adv	B1	страдание	sorrow, grief; (be) tired (of)
leiden, leidet, litt, hat gelitten	leiden, leidet, litt, hat gelitten		verb	B1	страдать	to suffer
Leidenschaft	die Leidenschaft, -en		die	B2+	страсть	passion
leider	leider		adv	A1	к сожалению	unfortunately
leise	leise		adj	A1	тихо	quiet, soft
leisten, leistet, leistete, hat geleistet	leisten, leistet, leistete, hat geleistet		verb	B1	исполнять	to perform, achieve, do
Leistung	die Leistung, -en		die	B1	производительность	performance
leiten, leitet, leitete, hat geleitet	leiten, leitet, leitete, hat geleitet		verb	B1	прямой	to lead
Leiter	der Leiter, -		der, die	B1	глава	leader; ladder
Leitung	die Leitung, -en		die	B1	менеджмент	management, leadership
Lektüre	die Lektüre, -n		die	B2+	чтение	reading
lenken, lenkt, lenkte, hat gelenkt	lenken, lenkt, lenkte, hat gelenkt		verb	B2+	рулить	to steer, guide
lernen, lernt, lernte, hat gelernt	lernen, lernt, lernte, hat gelernt		verb	A1	учиться	to learn
lesen, liest, las, hat gelesen	lesen, liest, las, hat gelesen		verb	A1	читать	to read
Leser	der Leser, -		der	B1	читатель	reader
Lesung	die Lesung, -en		die	B2+	чтение	reading
letzte	letzte (r, s)		adj	A1	последний	last
letztendlich	letztendlich		adv	B2+	в конечном итоге	ultimately
letzterer, letztere, letzteres	letzterer, letztere, letzteres		adj	B2+	последний	latter
letztlich	letztlich		adv	B1	в конечном итоге	in the end
leuchten, leuchtet, leuchtete, hat geleuchtet	leuchten, leuchtet, leuchtete, hat geleuchtet		verb	B1	светить	to shine, glow
Leute	Leute		die (pl)	A1	люди	people
liberal	liberal		adj	B2+	либеральный	liberal
Licht	das Licht, -er		das	A1	свет	light
lieb	lieb		adj	A1	дорогой	dear, kind
Liebe	die Liebe, -n		die	B1	любовь	love
lieben, liebt, liebte, hat geliebt	lieben, liebt, liebte, hat geliebt		verb	A1	любовь	to love
lieber	lieber		adv	A1	дорогой	rather
Lied	das Lied, -er		das	A1	песня	song
liefern, liefert, lieferte, hat geliefert	liefern, liefert, lieferte, hat geliefert		verb	A2	доставить	to deliver, supply
Lieferung	die Lieferung, -en		die	B1	доставка	delivery
liegen, liegt, lag, hat gelegen	liegen, liegt, lag, hat gelegen		verb	A1	ложь	to lie
Liga	die Liga, -en		die	B1	лига	league
linear	linear		adj	B1	линейный	linear
Linie	die Linie, -n		die	B1	линия	line
Linke	die Linke		die	B2+	левый	left-wing party, Left Party
linke	linke (r, s)		adj	A2	ушел	left
links	links		adv	A1	ушел	on/to the left
Linse	die Linse, -n		die	B2+	линза	lens, lentil
Lippe	die Lippe, -n		die	B1	губа	lip
Liste	die Liste, -n		die	B1	список	list
Liter	der Liter, -		der	B2+	литры	liter
literarisch	literarisch		adj	B1	литературный	literary
Literatur	die Literatur, -en		die	B1	литература	literature
live	live		adj	B2+	жить	live
LKW	LKW (Lastkraftwagen)		der	A1	грузовик	truck
Lob	das Lob, -e		das	B2+	Хвала	praise
loben, lobt, lobte, hat gelobt	loben, lobt, lobte, hat gelobt		verb	B1	хвалить	to praise
Loch	das Loch, -̈er		das	B1	дыра	hole
locken, lockt, lockte, hat gelockt	locken, lockt, lockte, hat gelockt		verb	B2+	приманить	to lure, tempt
locker	locker		adj	B1	свободный	loose, relaxed
Logik	die Logik, -en		die	B2+	логика	logic
logisch	logisch		adj	B2+	логичный	logical
Lohn	der Lohn, -̈e		der	B1	заработная плата	wage, pay, reward
lohnen, lohnt, lohnte, hat gelohnt	lohnen (sich), lohnt, lohnte, hat gelohnt		verb	B1	того стоило	to be worth it
Lokal	das Lokal, -e		das	A1	местный	pub, bar
lokal	lokal		adj	A1	местный	local
los	los		adv	B1	идти	rid of, going on
löschen, löscht, löschte, hat gelöscht	löschen, löscht, löschte, hat gelöscht		verb	B1	удалить	to put out, delete
lösen, löst, löste, hat gelöst	lösen, löst, löste, hat gelöst		verb	B1	решить	to solve, loosen
losfahren, fährt los, fuhr los, ist losgefahren	losfahren, fährt los, fuhr los, ist losgefahren		verb	B1	отъехал	to leave, depart
losgehen, geht los, ging los, ist losgegangen	losgehen, geht los, ging los, ist losgegangen		verb	B2+	уйди	to go off, start
loslassen, lässt los, ließ los, hat losgelassen	loslassen, lässt los, ließ los, hat losgelassen		verb	B2+	отпустил	to let go
Lösung	die Lösung, -en		die	A1	решение	solution
Lösungsmittel	das Lösungsmittel, -		das	B2+	растворитель	solvent
loswerden, wird los, wurde los, ist losgeworden	loswerden, wird los, wurde los, ist losgeworden		verb	B2+	избавиться	to get rid of
Löwe	der Löwe, -n		der	B2+	Лео	lion
Lücke	die Lücke, -n		die	B2+	разрыв	gap
Luft	die Luft, -̈e		die	B1	воздух	air
Lüge	die Lüge, -n		die	A2	ложь	lie
lügen, lügt, log, hat gelogen	lügen, lügt, log, hat gelogen		verb	A2	ложь	to (tell a) lie
Lunge	die Lunge, -n		die	B2+	легкие	lung
Lust	die Lust, -̈e		die	A2	похоть	desire
lustig	lustig		adj	A1	смешно	funny, enjoyable
machen, macht, machte, hat gemacht	machen, macht, machte, hat gemacht		verb	A1	сделать	to do, make
Macht	die Macht, -̈e		die	B1	мощность	power, strength
mächtig	mächtig		adj	B1	мощный	powerful
Mädchen	das Mädchen, -		das	A1	девочки	girl
Magazin	das Magazin, -e		das	B1	журнал	magazine, storehouse
Magen	der Magen, -̈		der	A2	желудок	stomach
magisch	magisch		adj	B2+	волшебный	magical
Magnetfeld	das Magnetfeld, -er		das	B2+	магнитное поле	magnetic field
magnetisch	magnetisch		adj	B2+	магнитный	magnetic
Mahlzeit	die Mahlzeit, -en		die	B1	еда	meal
Mai	der Mai, -e		der	B1	май	May
Main	der Main		der	B2+	главная	Main (river)
Mal	Mal		das, conj, part	A1	раз	time, mark; times
malen, malt, malte, hat gemalt	malen, malt, malte, hat gemalt		verb	A2	рисовать	to paint
Maler	der Maler, -		der	B1	художник	painter
Malerei	die Malerei, -en		die	B2+	живопись	painting
Mama	die Mama, -s		die	A2	мама	mommy
man	man		pron	A1	мужчина	one, you, they
Management	das Management, -s		das	B1	менеджмент	management
Manager	der Manager, -		der	B1	менеджеры	manager
manche	manche (r, s)		pron	A1	некоторые	some, many a
manchmal	manchmal		adv	A2	иногда	sometimes
Mangel	der Mangel, -̈		der	B1	недостаток	lack, shortage, defect
mangeln, mangelt, mangelte, hat gemangelt	mangeln, mangelt, mangelte, hat gemangelt		verb	B2+	нехватка	to lack, be missing
Mann	der Mann, -̈er		der	A1	мужчина	man
männlich	männlich		adj	A1	мужчина	male
Mannschaft	die Mannschaft, -en		die	A2	команда	crew, team
Mantel	der Mantel, -̈		der	A2	пальто	coat
Manuskript	das Manuskript, -e		das	B2+	рукопись	manuscript
Märchen	das Märchen, -		das	B2+	сказки	fairy tale
Mark	die Mark, -		die	B1	Марк	Deutschmark
Marke	die Marke, -n		die	B1	бренд	brand, stamp
Marketing	das Marketing		das	B1	маркетинг	marketing
markieren, markiert, markierte, hat markiert	markieren, markiert, markierte, hat markiert		verb	B1	отметить	to mark
Markt	der Markt, -̈e		der	A2	рынок	market
Marktanteil	der Marktanteil, -e		der	B2+	доля рынка	market share
Marktwirtschaft	die Marktwirtschaft, -en		die	B2+	рыночная экономика	market economy
Mars	der Mars		der	B2+	Марс	Mars
marschieren, marschiert, marschierte, ist marschiert	marschieren, marschiert, marschierte, ist marschiert		verb	B2+	маршировать	to march
März	der März, -e		der	A2	март	March
Maschine	die Maschine, -n		die	A1	машина	machine
Maske	die Maske, -n		die	B2+	маска	mask
Maß	das Maß, -e		das	B1	размерность	measure
Masse	die Masse, -n		die	B1	масса	mass, crowd
maßgeblich	maßgeblich		adj	B2+	решающий	significant, decisive
massiv	massiv		adj	B1	массивный	solid, massive, severe
Maßnahme	die Maßnahme, -n		die	B1	мера	measure
Maßstab	der Maßstab, -̈e		der	B2+	масштаб	scale, yardstick, standard
Material	das Material, -ien		das	B1	материал	material
Materie	die Materie, -n		die	B2+	вопрос	matter
materiell	materiell		adj	B2+	материал	financial, material
Mathematik	die Mathematik		die	B1	математика	mathematics
mathematisch	mathematisch		adj	B1	математический	mathematical
Matrix	die Matrix, -zen		die	B1	матрица	matrix
Mauer	die Mauer, -n		die	B1	стена	wall
Maul	das Maul, -̈er		das	B2+	рот	mouth, jaws
Maus	die Maus, -̈e		die	B2+	мышь	mouse
maximal	maximal		adj	B1	максимум	maximum
Maximum, Maxima	das Maximum, die Maxima		das	B2+	максимум	maximum
Mechanik	die Mechanik, -en		die	B2+	механика	mechanics
mechanisch	mechanisch		adj	B2+	механический	mechanical
Mechanismus	der Mechanismus, -en		der	B1	механизм	mechanism
medial	medial		adj	B1	медиальный	media
Medien	Medien		die (pl)	B1	СМИ	media
Medikament	das Medikament, -e		das	A2	лекарство	medicine, drug
Medium	das Medium, -en		das	B2+	средний	medium
Medizin	die Medizin, -en		die	B1	медицина	medicine
Mediziner	der Mediziner, -		der	B2+	медицинские работники	doctor, physician
medizinisch	medizinisch		adj	A2	медицинский	medical
Meer	das Meer, -e		das	A1	море	sea, ocean
mehr	mehr		adv	A1	больше	more
mehrere	mehrere		pron	B1	несколько	several, multiple, various
mehrfach	mehrfach		adj	B1	несколько раз	multiple, several
Mehrheit	die Mehrheit, -en		die	B1	большинство	majority
mehrmals	mehrmals		adv	B2+	несколько раз	repeatedly
meiden, meidet, mied, hat gemieden	meiden, meidet, mied, hat gemieden		verb	B2+	избегайте	to avoid
mein	mein		pron	A1	мой	my, mine
meinen, meint, meinte, hat gemeint	meinen, meint, meinte, hat gemeint		verb	A1	значит	to think, have an opinion
Meinung	die Meinung, -en		die	A2	мнение	opinion
meist	meist		adv	A1	в основном	mostly, usually
meiste	meiste		adj	A1	большинство	most
meistens	meistens		adv	A2	в основном	mostly
