Word	Annotation	Sense	Part of Speech	Level	English
pressen, presst, presste, hat gepresst	pressen, presst, presste, hat gepresst		verb	B2+	to press
Priester	der Priester, -		der	B2+	priest
primär	primär		adj	B1	primary
Prinz	der Prinz, -en		der	B2+	prince
Prinzip	das Prinzip, -ien		das	A2	principle
prinzipiell	prinzipiell		adj	B2+	in principle
Priorität	die Priorität, -en		die	B2+	priority
privat	privat		adj	A2	private
pro	pro		prep, das	A2	per; pro
Proband	der Proband, -en		der	B2+	subject, test person
Probe	die Probe, -n		die	B1	sample, test, rehearsal
probieren, probiert, probierte, hat probiert	probieren, probiert, probierte, hat probiert		verb	A2	to try
Problem	das Problem, -e		das	A1	problem
problematisch	problematisch		adj	B2+	problematic
Produkt	das Produkt, -e		das	A2	product
Produktion	die Produktion, -en		die	B1	production
Produzent	der Produzent, -en		der	B2+	producer
produzieren, produziert, produzierte, hat produziert	produzieren, produziert, produzierte, hat produziert		verb	B1	to produce
professionell	professionell		adj	B2+	professional
Professor	der Professor, -en		der	B1	professor
Profi	der Profi, -s		der	B1	pro, professional
Profil	das Profil, -e		das	B2+	profile
profitieren, profitiert, profitierte, hat profitiert	profitieren, profitiert, profitierte, hat profitiert		verb	B1	to profit
Prognose	die Prognose, -n		die	B2+	prognosis, forecast
Programm	das Programm, -e		das	A2	program
Projekt	das Projekt, -e		das	A2	project
prominent	prominent		adj	B2+	prominent
proportional	proportional		adj	B2+	proportional
Protagonist	der Protagonist, -en		der	B2+	protagonist
Protein	das Protein, -e		das	A2	protein
Protest	der Protest, -e		der	B1	protest
protestieren, protestiert, protestierte, hat protestiert	protestieren, protestiert, protestierte, hat protestiert		verb	B1	to protest
Protokoll	das Protokoll, -e		das	B2+	minutes, record
Proton	das Proton, -en		das	B2+	proton
Provinz	die Provinz, -en		die	B2+	province
Prozent	das Prozent, -e		das	A1	percent
Prozess	der Prozess, -e		der	B1	trial, process
prüfen, prüft, prüfte, hat geprüft	prüfen, prüft, prüfte, hat geprüft		verb	A2	to examine, check
Prüfung	die Prüfung, -en		die	A1	examination, test, exam
psychisch	psychisch		adj	B2+	psychological
Psychologe	der Psychologe, -n		der	B2+	psychologist
Psychologie	die Psychologie, -n		die	B2+	psychology
psychologisch	psychologisch		adj	B2+	psychological
Publikum, Publika	das Publikum, die Publika		das	B1	public, audience
Punkt	der Punkt, -e		der	B1	dot, point, period
pünktlich	pünktlich		adj	A1	punctual, on time
Puppe	die Puppe, -n		die	B1	doll, puppet
putzen, putzt, putzte, hat geputzt	putzen, putzt, putzte, hat geputzt		verb	A2	to clean
quadratisch	quadratisch		adj	B2+	square
Quadratmeter	der Quadratmeter, -		der	B2+	square meter
quälen, quält, quälte, hat gequält	quälen, quält, quälte, hat gequält		verb	B2+	to torment
Qualifikation	die Qualifikation, -en		die	B1	qualification
qualifizieren, qualifiziert, qualifizierte, hat qualifiziert	qualifizieren, qualifiziert, qualifizierte, hat qualifiziert		verb	B2+	to qualify
Qualität	die Qualität, -en		die	A2	quality
qualitativ	qualitativ		adj	B2+	qualitative
quantitativ	quantitativ		adj	B2+	quantitative
Quartal	das Quartal, -e		das	B2+	quarter
Quartier	das Quartier, -e		das	B1	quarters
quasi	quasi		adv	B1	almost, virtually
Quatsch	der Quatsch		der	B2+	nonsense
Quelle	die Quelle, -n		die	B1	source, spring
quer	quer		adj	B2+	diagonally, sideways, across
Quote	die Quote, -n		die	B2+	rate, quota, ratio
Rad	das Rad, -̈er		das	B1	wheel
radikal	radikal		adj	B2+	radical
Radio	das Radio, -s		das	A2	radio
radioaktiv	radioaktiv		adj	B2+	radioactive
Radius	der Radius, -en		der	B2+	radius
ragen, ragt, ragte, hat geragt	ragen, ragt, ragte, hat geragt		verb	B2+	to protrude
Rahmen	der Rahmen, -		der	A2	frame, framework
Rahmenbedingung	die Rahmenbedingung, -en		die	B2+	prevailing condition
Rakete	die Rakete, -n		die	B2+	rocket
Rand	der Rand, -̈er		der	B1	edge
Rang	der Rang, -̈e		der	B1	standing, status
rasch	rasch		adj	B1	quick
Rasen	der Rasen, -		das	B1	lawn, grass
Rat	der Rat, -̈e		der	B1	advice
raten, rät, riet, hat geraten	raten, rät, riet, hat geraten		verb	A2	to advise, guess
Rathaus	das Rathaus, -̈er		das	A2	town hall
rational	rational		adj	B2+	rational
Rätsel	das Rätsel, -		das	A2	puzzle, mystery
Ratte	die Ratte, -n		die	B2+	rat
Rauch	der Rauch, -e		der	B2+	smoke, fume
rauchen, raucht, rauchte, hat geraucht	rauchen, raucht, rauchte, hat geraucht		verb	A1	to smoke
Raum	der Raum, -̈e		der	A1	room, space
räumen, räumt, räumte, hat geräumt	räumen, räumt, räumte, hat geräumt		verb	B2+	to clear
räumlich	räumlich		adj	B1	three-dimensional, spatial
rauschen, rauscht, rauschte, hat gerauscht	rauschen, rauscht, rauschte, hat gerauscht		verb	B2+	to rustle, roar, rush
reagieren, reagiert, reagierte, hat reagiert	reagieren, reagiert, reagierte, hat reagiert		verb	B1	to react
Reaktion	die Reaktion, -en		die	B1	reaction
real	real		adj	B1	real
realisieren, realisiert, realisierte, hat realisiert	realisieren, realisiert, realisierte, hat realisiert		verb	B1	to realize, bring about
Realisierung	die Realisierung, -en		die	B2+	implementation, realization
realistisch	realistisch		adj	B1	realistic
Realität	die Realität, -en		die	B1	reality
Recherche	die Recherche, -n		die	B1	research
rechnen, rechnet, rechnete, hat gerechnet	rechnen, rechnet, rechnete, hat gerechnet		verb	A2	to calculate, compute
Rechner	der Rechner, -		der	B1	computer, calculator
Rechnung	die Rechnung, -en		die	A1	bill, calculation, invoice
Recht	das Recht, -e		das, adj, part	B1	right, law; all right; rather, quite
rechte	rechte (r, s)		adj	A2	right
rechtfertigen, rechtfertigt, rechtfertigte, hat gerechtfertigt	rechtfertigen, rechtfertigt, rechtfertigte, hat gerechtfertigt		verb	B2+	to justify
rechtlich	rechtlich		adj	B1	legal
rechts	rechts		adv	A1	on/to the right
Rechtsanwalt	der Rechtsanwalt, -̈e		der	B2+	lawyer
rechtzeitig	rechtzeitig		adj	B1	punctual, in time
Redakteur	der Redakteur, -e		der	B2+	editor
Redaktion	die Redaktion, -en		die	B2+	editorial work, editorial staff
Rede	die Rede, -n		die	B1	speech, talk
reden, redet, redete, hat geredet	reden, redet, redete, hat geredet		verb	A2	to talk
Reduktion	die Reduktion, -en		die	B2+	reduction
reduzieren, reduziert, reduzierte, hat reduziert	reduzieren, reduziert, reduzierte, hat reduziert		verb	B1	to reduce, decrease
reell	reell		adj	B2+	real
Referendum	das Referendum, -en		das	B2+	referendum
reflektieren, reflektiert, reflektierte, hat reflektiert	reflektieren, reflektiert, reflektierte, hat reflektiert		verb	B2+	to reflect
Reflexion	die Reflexion, -en		die	B2+	reflection
Reform	die Reform, -en		die	B1	reform
Regal	das Regal, -e		das	B1	shelf
Regel	die Regel, -n		die	B1	rule
regelmäßig	regelmäßig		adj	B1	regular
regeln, regelt, regelte, hat geregelt	regeln, regelt, regelte, hat geregelt		verb	B1	to control, regulate, direct
regelrecht	regelrecht		adj	B2+	proper, real
Regelung	die Regelung, -en		die	B1	regulation, settlement
Regen	der Regen, -		der	A1	rain
regieren, regiert, regierte, hat regiert	regieren, regiert, regierte, hat regiert		verb	B2+	to rule, govern
Regierung	die Regierung, -en		die	A2	rule, government
Regierungschef	der Regierungschef, -s		der	B2+	head of government
Regime	das Regime, -		das	B2+	regime
Region	die Region, -en		die	B1	region
regional	regional		adj	B1	regional
Regisseur	der Regisseur, -e		der	B2+	director
registrieren, registriert, registrierte, hat registriert	registrieren, registriert, registrierte, hat registriert		verb	B2+	to register
regnen, regnet, regnete, hat geregnet	regnen, regnet, regnete, hat geregnet		verb	A1	to rain
regulär	regulär		adj	B2+	regular, normal
Regulation	die Regulation, -en		die	B2+	regulation
regulieren, reguliert, regulierte, hat reguliert	regulieren, reguliert, regulierte, hat reguliert		verb	B2+	to regulate
reiben, reibt, rieb, hat gerieben	reiben, reibt, rieb, hat gerieben		verb	B2+	to rub
Reich	das Reich, -e		das	A2	empire, kingdom
reich	reich		adj	A2	rich, abundant
Reiche	die Reiche		der, die	B2+	rich
reichen, reicht, reichte, hat gereicht	reichen, reicht, reichte, hat gereicht		verb	B1	to reach, be enough
reichlich	reichlich		adj	B2+	plenty, generous
Reichtum	der Reichtum, -̈er		der	B2+	wealth
Reichweite	die Reichweite, -n		die	B2+	reach, range
reif	reif		adj	B1	ripe
Reihe	die Reihe, -n		die	A2	row, line
Reihenfolge	die Reihenfolge, -n		die	B1	order
rein	rein		adj	A2	pure, clear, clean
Reise	die Reise, -n		die	A1	journey, trip
reisen, reist, reiste, ist gereist	reisen, reist, reiste, ist gereist		verb	A1	to travel
reißen, reißt, riss, hat gerissen	reißen, reißt, riss, hat gerissen		verb	B1	to tear
reiten, reitet, ritt, ist geritten	reiten, reitet, ritt, ist geritten		verb	A2	to ride
Reiter	der Reiter, -		der	B2+	horseman, rider
Reiz	der Reiz, -e		der	B2+	stimulus, appeal
reizen, reizt, reizte, hat gereizt	reizen, reizt, reizte, hat gereizt		verb	B2+	to annoy, provoke, tempt
Rekord	der Rekord, -e		der	B1	record
Relation	die Relation, -en		die	B2+	proportion, relation
relativ	relativ		adj	B1	relative
relevant	relevant		adj	B1	relevant
Religion	die Religion, -en		die	B1	religion
religiös	religiös		adj	B1	religious
Rendite	die Rendite, -n		die	B2+	return
Rennen	das Rennen, -		das	B1	race
rennen, rennt, rannte, ist gerannt	rennen, rennt, rannte, ist gerannt		verb	B1	to run
Rente	die Rente, -n		die	B1	pension, retirement
Rentner	der Rentner, -		der	A2	pensioner
Reporter	der Reporter, -		der	B1	reporter
repräsentieren, repräsentiert, repräsentierte, hat repräsentiert	repräsentieren, repräsentiert, repräsentierte, hat repräsentiert		verb	B2+	to represent
Republik	die Republik, -en		die	B2+	republic
Republikaner	der Republikaner, -		der	B2+	Republican
Respekt	der Respekt		der	B1	respect
Ressource	die Ressource, -n		die	B1	resource
Rest	der Rest, -e		der	A2	rest, remainder, balance
Restaurant	das Restaurant, -s		das	A1	restaurant
restlich	restlich		adj	B2+	remaining
Resultat	das Resultat, -e		das	B2+	result
resultieren, resultiert, resultierte, hat resultiert	resultieren, resultiert, resultierte, hat resultiert		verb	B1	to result
retten, rettet, rettete, hat gerettet	retten, rettet, rettete, hat gerettet		verb	B1	to save, rescue
Rettung	die Rettung, -en		die	B2+	rescue, salvation
Revolution	die Revolution, -en		die	B1	revolution
Rezept	das Rezept, -e		das	A2	recipe, prescription
Rezeption	die Rezeption, -en		die	A1	reception
Rezeptor	der Rezeptor, -en		der	B2+	receptor
Rheinland-Pfalz	Rheinland-Pfalz		das	B2+	Rhineland-Palatinate
Rhythmus	der Rhythmus, -en		der	B2+	rhythm
richten, richtet, richtete, hat gerichtet	richten, richtet, richtete, hat gerichtet		verb	A2	to direct, repair, follow
Richter	der Richter, -		der	B1	judge
richtig	richtig		adj	A1	correct, right
Richtlinie	die Richtlinie, -n		die	B2+	guideline
Richtung	die Richtung, -en		die	B1	direction
riechen, riecht, roch, hat gerochen	riechen, riecht, roch, hat gerochen		verb	A1	to smell
Riese	der Riese, -n		der	B2+	giant
riesig	riesig		adj	B1	huge, great, tremendous, giant, massive, humongous, enormous
Ring	der Ring, -e		der	A2	ring
ringen, ringt, rang, hat gerungen	ringen, ringt, rang, hat gerungen		verb	B2+	to wrestle, struggle
Risiko	das Risiko, -s		das	B1	risk
riskieren, riskiert, riskierte, hat riskiert	riskieren, riskiert, riskierte, hat riskiert		verb	B2+	to risk
Roboter	der Roboter, -		der	B2+	robot
Rock	der Rock, -̈e		der	A2	skirt, rock music
Rohstoff	der Rohstoff, -e		der	B2+	raw material
Rolle	die Rolle, -n		die	B1	role, roll
rollen, rollt, rollte, hat gerollt	rollen, rollt, rollte, hat gerollt		verb	B1	to roll
Roman	der Roman, -e		der	B1	novel
romantisch	romantisch		adj	A2	romantic
Römer	der Römer, -		der	B2+	Roman
römisch	römisch		adj	B2+	Roman
Rose	die Rose, -n		die	A2	rose
rot	rot		adj	A2	red
Rotation	die Rotation, -en		die	B2+	rotation
Route	die Route, -n		die	B2+	route
Rücken	der Rücken, -		der	A2	back
rücken, rückt, rückte, hat gerückt	rücken, rückt, rückte, hat gerückt		verb	A2	to move
Rückgang	der Rückgang, -̈e		der	B2+	fall, decline
Rückkehr	die Rückkehr		die	B1	return
Rucksack	der Rucksack, -̈e		der	A2	rucksack, backpack
Rücksicht	die Rücksicht, -en		die	B1	consideration
Rückstand	der Rückstand, -̈e		der	B2+	backlog, deficit
Rücktritt	der Rücktritt, -e		der	B2+	resignation, withdrawal
Rückzug	der Rückzug, -̈e		der	B2+	retreat
Ruf	der Ruf, -e		der	B1	reputation, call
rufen, ruft, rief, hat gerufen	rufen, ruft, rief, hat gerufen		verb	A2	to call
Ruhe	die Ruhe		die	A2	silence, peace
ruhen, ruht, ruhte, hat geruht	ruhen, ruht, ruhte, hat geruht		verb	B2+	to rest
ruhig	ruhig		adj, part	A1	quiet, calm; really
rühren, rührt, rührte, hat gerührt	rühren, rührt, rührte, hat gerührt		verb	B1	to stir, move
Ruine	die Ruine, -n		die	B2+	ruin
rund	rund		adj, adv	A2	round; approximately
Runde	die Runde, -n		die	B1	round
Rundfunk	der Rundfunk		der	B2+	broadcast
Russe	der Russe, -n		der	B1	Russian
russisch	russisch		adj, das	A2	Russian; Russian
Russland	Russland		das	A2	Russia
rutschen, rutscht, rutschte, ist gerutscht	rutschen, rutscht, rutschte, ist gerutscht		verb	B2+	to slide
Saal	der Saal, -̈le		der	B1	hall
Sache	die Sache, -n		die	A2	thing
sachlich	sachlich		adj	B2+	objective, matter-of-fact
Sachsen	Sachsen		das	B2+	Saxony
Sachsen-Anhalt	Sachsen-Anhalt		das	B2+	Saxony-Anhalt
sächsisch	sächsisch		adj	B2+	Saxon
Sachverhalt	der Sachverhalt, -e		der	B2+	facts
Sack	der Sack, -̈e		der	B1	sack, bag
Saga	die Saga, -s		die	B1	saga
sagen, sagt, sagte, hat gesagt	sagen, sagt, sagte, hat gesagt		verb	A1	to say, tell
Saison	die Saison, -s		die	B1	season
Salz	das Salz, -e		das	A1	salt
sammeln, sammelt, sammelte, hat gesammelt	sammeln, sammelt, sammelte, hat gesammelt		verb	A2	to collect, gather
Sammlung	die Sammlung, -en		die	B2+	collection
Samstag	der Samstag, -e		der	B1	Saturday
samt	samt		prep	B2+	together with, along with
sämtlich	sämtlich		adj	B1	all
Sand	der Sand, -e		der	B1	sand
sanft	sanft		adj	B2+	soft, gentle
Sänger	der Sänger, -		der	B1	singer
Sanktion	die Sanktion, -en		die	B2+	sanction
satt	satt		adj	B1	full, fed up
Satz	der Satz, -̈e		der	A1	sentence
sauber	sauber		adj	A2	clean
Saudi-Arabien	Saudi-Arabien		das	B2+	Saudi Arabia
sauer	sauer		adj	A2	sour, angry
Sauerstoff	der Sauerstoff		der	B1	oxygen
Säule	die Säule, -n		die	B2+	column, pillar
Säure	die Säure, -n		die	B1	acid
schade	schade		adv	A2	(it’s a) pity
Schädel	der Schädel, -		der	B2+	skull, head
Schaden	der Schaden, -̈		der	B1	damage
schaden, schadet, schadete, hat geschadet	schaden, schadet, schadete, hat geschadet		verb	B1	to damage, harm
Schadenersatz	der Schadenersatz		der	B2+	compensation
schädigen, schädigt, schädigte, hat geschädigt	schädigen, schädigt, schädigte, hat geschädigt		verb	B2+	to damage
Schaf	das Schaf, -e		das	B2+	sheep
schaffen, schafft, schuf, hat geschaffen	schaffen, schafft, schuf, hat geschaffen		verb	A2	to manage, create
Schale	die Schale, -n		die	B2+	bowl
schalten, schaltet, schaltete, hat geschaltet	schalten, schaltet, schaltete, hat geschaltet		verb	B1	to switch, shift
schämen, schämt, schämte, hat geschämt	schämen (sich), schämt, schämte, hat geschämt		verb	B2+	to be ashamed
scharf	scharf		adj	A2	sharp
Schatten	der Schatten, -		der	B1	shadow, shade
Schatz	der Schatz, -̈e		der	B2+	treasure, sweetheart
schätzen, schätzt, schätzte, hat geschätzt	schätzen, schätzt, schätzte, hat geschätzt		verb	B1	to estimate, value
Schätzung	die Schätzung, -en		die	B2+	estimate, estimation
Schau	die Schau, -en		die	B2+	show
schauen, schaut, schaute, hat geschaut	schauen, schaut, schaute, hat geschaut		verb	B1	to look
Schauspieler	der Schauspieler, -		der	B1	actor
Scheibe	die Scheibe, -n		die	B1	disk, slice, (glass) pane
scheiden, scheidet, schied, hat geschieden	scheiden, scheidet, schied, hat geschieden		verb	B2+	to separate, divorce
Schein	der Schein, -e		der	B1	light, appearance, certificate
scheinbar	scheinbar		adj	B2+	apparent
scheinen, scheint, schien, hat geschienen	scheinen, scheint, schien, hat geschienen		verb	A1	to shine, seem, appear
Scheiße	die Scheiße		die	B1	crap, shit
scheißen, scheißt, schiss, hat geschissen	scheißen, scheißt, schiss, hat geschissen		verb	B2+	to shit, crap
scheitern, scheitert, scheiterte, ist gescheitert	scheitern, scheitert, scheiterte, ist gescheitert		verb	B1	to fail, break down
Schema	das Schema, -s		das	B2+	scheme
schenken, schenkt, schenkte, hat geschenkt	schenken, schenkt, schenkte, hat geschenkt		verb	A2	to give (as a present)
Schicht	die Schicht, -en		die	B1	layer, class
schicken, schickt, schickte, hat geschickt	schicken, schickt, schickte, hat geschickt		verb	A1	to send
Schicksal	das Schicksal, -e		das	B1	fate
schieben, schiebt, schob, hat geschoben	schieben, schiebt, schob, hat geschoben		verb	B1	to push
Schiedsrichter	der Schiedsrichter, -		der	B2+	referee, judge (in sports)
schief	schief		adj	B1	crooked, not straight
schießen, schießt, schoss, hat geschossen	schießen, schießt, schoss, hat geschossen		verb	B1	to shoot
Schiff	das Schiff, -e		das	A2	ship
Schild	der Schild, -e		das	A1	sign, shield, tag
schildern, schildert, schilderte, hat geschildert	schildern, schildert, schilderte, hat geschildert		verb	B2+	to describe
schimpfen, schimpft, schimpfte, hat geschimpft	schimpfen, schimpft, schimpfte, hat geschimpft		verb	A2	to scold, rant
Schlacht	die Schlacht, -en		die	B2+	battle
Schlaf	der Schlaf		der	B1	sleep
schlafen, schläft, schlief, hat geschlafen	schlafen, schläft, schlief, hat geschlafen		verb	A1	to sleep
Schlafzimmer	das Schlafzimmer, -		das	A2	bedroom
Schlag	der Schlag, -̈e		der	B1	blow
schlagen, schlägt, schlug, hat geschlagen	schlagen, schlägt, schlug, hat geschlagen		verb	B1	to hit, beat
Schlagzeile	die Schlagzeile, -n		die	B2+	headline, caption
Schlange	die Schlange, -n		die	B2+	snake, line
schlank	schlank		adj	B2+	slim
schlecht	schlecht		adj	A1	bad
schleichen, schleicht, schlich, ist geschlichen	schleichen, schleicht, schlich, ist geschlichen		verb	B2+	to creep, prowl, sneak
schleppen, schleppt, schleppte, hat geschleppt	schleppen, schleppt, schleppte, hat geschleppt		verb	B2+	to tow, drag
schlicht	schlicht		adj	B2+	simple, plain
schließen, schließt, schloss, hat geschlossen	schließen, schließt, schloss, hat geschlossen		verb	A1	to close
schließlich	schließlich		adv	A1	finally, eventually
schlimm	schlimm		adj, adj	A2	bad, serious; worse
Schloss	das Schloss, -̈er		das	A2	lock, castle
Schluck	der Schluck, -e		der	B2+	sip
schlucken, schluckt, schluckte, hat geschluckt	schlucken, schluckt, schluckte, hat geschluckt		verb	B2+	to swallow
Schluss	der Schluss, -̈e		der	A1	end, conclusion
Schlüssel	der Schlüssel, -		der	A1	key
schmal	schmal		adj	B1	narrow, slender
schmecken, schmeckt, schmeckte, hat geschmeckt	schmecken, schmeckt, schmeckte, hat geschmeckt		verb	A1	to taste
